mec_match,exact_match,cpdag_shd,n_edges_true,n_edges_est,trial,seed,algorithm,objective,runtime_sec,epochs_used
1,1,0.0,2,2,17,839748229,cd_B_l0_0.1,4.3254835726874585,1.2553287999762688,149.0
1,1,0.0,2,2,17,839748229,cd_BOmega_l0_0.1,4.662741786342612,1.5141354000079446,149.0
1,1,0.0,2,2,17,839748229,cd_A_l0_0.2,9.32548357268522,1.6659622000006493,149.0
1,1,0.0,2,2,17,839748229,cd_B_l0_0.2,4.3254835726874585,1.317027400014922,149.0
1,1,0.0,2,2,17,839748229,cd_BOmega_l0_0.2,4.662741786342612,1.2675443000043742,149.0
1,1,0.0,2,2,17,839748229,golem_ev,,23.12323070000275,
1,0,0.0,2,2,17,839748229,golem_nv,,22.02449950002483,
1,1,0.0,2,2,17,839748229,sp,,0.023968199995579198,
1,0,0.0,2,4,17,839748229,ges,,0.05535599999711849,
0,0,3.0,3,6,18,450385937,cd_A_l0_0.0,10.94015144319517,5.297169700002996,500.0
0,0,2.0,3,3,18,450385937,cd_B_l0_0.0,5.516825928576216,4.17501030000858,444.0
0,0,4.0,3,5,18,450385937,cd_BOmega_l0_0.0,5.263125779434737,3.9966945000051055,416.0
0,0,1.0,3,4,18,450385937,cd_A_l0_0.1,11.003808328320591,4.623488399985945,420.0
0,0,2.0,3,3,18,450385937,cd_B_l0_0.1,10.073151378255913,1.3354825999995228,149.0
0,0,2.0,3,3,18,450385937,cd_BOmega_l0_0.1,7.536575689127162,1.5262576999957673,149.0
0,0,1.0,3,4,18,450385937,cd_A_l0_0.2,11.004488167489207,4.146267100004479,416.0
0,0,2.0,3,3,18,450385937,cd_B_l0_0.2,10.073151378255913,1.1467912000080105,149.0
0,0,2.0,3,3,18,450385937,cd_BOmega_l0_0.2,7.536575689127162,1.3913752000080422,149.0
1,1,0.0,3,3,18,450385937,golem_ev,,29.851999699982116,
0,0,2.0,3,3,18,450385937,golem_nv,,26.141138999984832,
0,0,2.0,3,3,18,450385937,sp,,0.027585300005739555,
0,0,0.0,3,6,18,450385937,ges,,0.07980199999292381,
0,0,5.0,4,5,19,500351915,cd_A_l0_0.0,245.52702148978804,4.4959327000251506,500.0
0,0,5.0,4,4,19,500351915,cd_B_l0_0.0,2.5673548836494,3.518809000001056,500.0
0,0,6.0,4,3,19,500351915,cd_BOmega_l0_0.0,3.8231651942473412,1.2239532000094187,149.0
0,0,3.0,4,3,19,500351915,cd_A_l0_0.1,245.53133808081594,4.618117699981667,500.0
0,0,4.0,4,2,19,500351915,cd_B_l0_0.1,2.683161816753574,1.0119542000174988,149.0
0,0,4.0,4,2,19,500351915,cd_BOmega_l0_0.1,3.8415809083166623,1.2557649000082165,149.0
0,0,3.0,4,3,19,500351915,cd_A_l0_0.2,245.52491278062433,4.633967200003099,500.0
0,0,4.0,4,2,19,500351915,cd_B_l0_0.2,2.683161816753574,1.0628305999853183,149.0
0,0,4.0,4,2,19,500351915,cd_BOmega_l0_0.2,3.8415809083166623,1.257407900004182,149.0
0,0,1.0,4,5,19,500351915,golem_ev,,30.13142789999256,
0,0,2.0,4,2,19,500351915,golem_nv,,23.902958699996816,
0,0,2.0,4,2,19,500351915,sp,,0.021372699993662536,
0,0,0.0,4,8,19,500351915,ges,,0.10237649999908172,
1,1,0.0,3,3,20,370798024,cd_A_l0_0.0,10.294661167998054,1.61435459999484,149.0
1,1,0.0,3,3,20,370798024,cd_B_l0_0.0,5.294101238767018,1.1863885000057053,149.0
